user_name	user_friends
Andrew P. Sykes	6072
"- a fÉ?? https://t.co/PT7wLuKnml"""	2
Matt ??è?É?çÉ?ˇã?è	662
Kian ???®???? vs ???™???????????¶???Å	1629
"#TeamGB"""	0
John Wordsworth	992
Sanj	1281
?ù?ú?ù???ù?™?ù???ù???ù?Ø ?ù???ù?Ò?ù?˝?ù?´?ù?? ??è?ã?èÉ?ç????	4996
"#Olympics #OlympicGamesÉ?? https://t.co/T7PBICR35R"""	0
Georgie ????	886
Saitaina Malfoy	129
The_Absolute_Best	121
"@Eljaboom @WSGToken . My new entryÉ?? https://t.co/lfNcdXPZ7I"""	1
Brennan fully vaxxed Leffler	3045
Rob Scott	2118
Jill Rothwell	427
YAASS	51
???Ê????Aeysha Stemmet ???Ê????	594
"#OlympicGames"""	0
Surf News	1061
Tune in for Women's Round 3 at 7 am local	['surf']
Alpine Warriors	43
Tè≠himangadzo (?????? ) É?õ	2059
D.J. CVP	433
Amar Singh (The Great Towel-E)	243
Gamble Online	206
Olympics Results	41
"#Netherlands???????Ò#NED 32É?? https://t.co/Hnzz60MKqm"""	0
Gary Doyle	210
Babatunde Koiki	2043
Tiff	87
Matt Johnson	1793
Louise Hector	1296
IAIN	1113
Trent Excalibur	357
ebipato	430
"https://t.co/tHgnSO5djs https://t.co/lSK214a3qC"""	0
Marc Trahand	573
Owen Yancher	570
Mr. FuckinÉ?? Lahey	323
Blame The Internet É??	744
Toby	1248
Ratbrain Soup	786
Liam Davis (Lake)	693
Matt Wiltshire	388
Kimber	1529
JON	184
Lions of Ceylon ???Ò???¯	121
"Chamara will face A.A HoussÉ?? https://t.co/ksNX7c30u6"""	1
AhramOnlineSports	1459
Sam Woodcock	1185
Lupita Negrete	223
Julio Romo	3187
"Surely drones would havÉ?? https://t.co/OJySF0H1fV"""	0
Breakfast with Vossy	744
"- Latest #Tokyo2020 neÉ?? https://t.co/C1p6bLn5k4"""	3
D.J. CVP	433
Kaori Photo	2913
Kenny The Anklet Slayer???≠????	4366
Vicky	718
Liam Flanagan	1567
"TITMUS V LEDECKY https://t.co/SL6tOipEcC"""	0
Heshmat Alavi	643
Romko	445
"#Tokyo2020 #Judo #volleyball #JAPAN #á??Ü˙ùá??Ñ´?É?? https://t.co/BPhjH8WFkV"""	0
Josh	565
Maz	1663
SportyAfrica.com	309
"#OlympicFootballÉ?? https://t.co/S5FgBg1L33"""	1
Montague Mouser	1139
"YouÉ??ve only had five years to practice how to start a race. ????"""	0
OIALT	985
JasonW	984
"#Tokyo2020 #OlympicGames"""	0
Conor Power	203
chlo ??	170
Wojciech Terebka ???Ê???Ò???ß????	1655
Le??la Teka??a	855
"#ConstitutionalBlow https://t.co/77aq23MbZn https://t.co/v2gph2nh05"""	0
Hannah Thorpe	1414
"#Tokyo2020 #TeamGB #Triathlon #jonnybegood"""	0
Christopher Graham	303
"#Tokyo2020 https://t.co/EiXWqZKkFI"""	0
Jared Cruz-Aedo	718
??¯?ü™?üü??¯?üØ?ü??üè?ü???Ø?ü? ??????????è?ã?èÉ?ç???????Ê???????????Ê	1587
"https://t.co/v5DZoCGUh6"""	1
B I G G I E ???Æ????	110
Forza Woso	118
Jatin Verma	2064
"Lee Kiefer #USA is the Olympic Champion in women's individual foil! Lee earns USA its first Olympic medaÉ?? https://t.co/RxmhTKU3xZ"""	0
Tim Bonville-Ginn	393
Matty É?≠ã?è 2020	1109
Banbridge RFC	395
Seguleh	669
"Its unfair to the athletes thatÉ?? https://t.co/3xKgQsl0pF"""	0
Debbie M	2443
MiVotedTrump2020	3291
JMS	1877
Nick Peet	3621
Dom	469
Larissa Beck	2930
"#Tokyo2020 #AnnaKiesenhofer https://t.co/si3YURR45i"""	0
Pradhika Prat Panchal ( Poonam Panchal)	1286
"#funnearn #india #TokyoOlympics #TeamIndia #sports #Olympics2021É?? https://t.co/LhijT4fa7r"""	0
NuttyOlympics	2
Kathy Fairclough	906
Jess Wadey	1764
Victoria Brownworth #GetVaccinatedNOW	4258
"#Tokyo2020"""	0
John Kicinski	85
B e t h  M o u a t	333
Julia	294
Alan Greenspac	702
"#Tokyo2020 #Olympics"""	1
Carsten Heath ???ß????	2302
?ù?ú?ù???ù?™?ù???ù???ù?Ø ?ù???ù?Ò?ù?˝?ù?´?ù?? ??è?ã?èÉ?ç????	4996
"#Olympics #OlympicGames #Tokyo2020 #TokyoTogether"""	0
Commodus	2456
"??è?É?çÉ??ã?è ???? ??èüÉ?çÉ??ã?è #Tokyo2020"""	0
Sean Gill	652
Team Canada	2028
Max Pollard	856
"Freaks of nature???¶??è¨ #Tokyo2020"""	0
Tim Marshall	2116
Preston Thymes	3453
"#TeamUSAÉ?? https://t.co/5paEnyVigI"""	1
Sunrise	23282
Suresource24	1188
"#Tokyo2020É?? https://t.co/QFZPx75LY8"""	0
World Athletics Championships Oregon22	211
Bridge Burner???ù	841
Vanessa W.	560
Inside Gymnastics	1422
"#gymnastics #tokyo2020É?? https://t.co/ThR3j2d4ri"""	12
Red Card	3101
"#Tokyo2020 #Olympics"""	0
Kian ???®???? vs ???™???????????¶???Å	1629
"#Tokyo2020"""	0
Bethany Ericson	79
Orchids International School	1684
"#Tokyo2020 #TokyoOlympics2021 #TokyoOlympics #Olympics #Olympics2021 #OlympicGames"""	0
Blaine	2741
Chris Hall	248
Mike Gleeson	1019
Tim Burnett ???????≠	596
Nellie ??????è?É?çÉ??ã?è	897
BL Sports	656
"#Tokyo2020  #TokyoOlympics #menstriathlon"""	0
Kingsley Browndy	347
"#Tokyo2020É?? https://t.co/lD15JQCKHt"""	0
Follow Help 100k	1884
"#Tokyo2020É?? https://t.co/xU3934uhIx"""	0
L'Angle Vert	829
"#Tokyo2020 ??ù???ù? https://t.co/DvmlMXG5Ya"""	0
GeordiePhil	288
"#Tokyo2020 #TeamGB"""	0
Steve	415
Claire Rogerson	1516
Richard ????	968
Scrummage.co.ke	153
The Brothers Hunt	518
"#Olympics #Tokyo2020"""	0
tom hudson	1427
Holly Rigby	3443
Drug Free Sport NZ	862
Daniel York Loh ???˙	2475
mosh	406
KOT AMBASSADOR	5857
"Come on you Shujaaa!!! #Kenya7s #TeamKenya #Tokyo2020"""	0
Jason Ford	177
bake	1037
SportyAfrica.com	309
"#OlympicFootball #EGYvARG https://t.co/kngrO236DI"""	0
Liam Davis (Lake)	693
Davey Davey	427
Julie H ??????è¨???????ßÉ??ã?èÉ??ã?è	2958
Si Rose	110
War Eagle Harsin	273
Carryonsports	1564
"Race starÉ?? https://t.co/MIkV1kY8kJ"""	0
SABC Sport	721
"#YouDeserveIt  #Tokyo2020 https://t.co/PRORC5SRfd"""	3
Vicki	624
"#Tokyo2020"""	0
MHB	966
ghughesy	409
Carol Hood	1254
É?ˇÉ?ùÉ?úÉ??LunarSkyeÉ??É?úÉ?ùÉ?ˇ????É?????¶	1181
"#athleticsÉ?? https://t.co/DhM9eKmk6f"""	0
AshleyInDisneyWorld	80
Matthew Bird	732
Dean Faccini	2531
Tony Tannous	1598
Molatsportgist ???????™	228
"18 year old Egyptian Olympian M. Elsayed did the 'siuuu' celebration after defeating 3-time World ChÉ?? https://t.co/ioOmbt122C"""	0
NuggetsNation	1899
Niamh Lewis	1558
3am	Twitter Web App
Timothy W. Dillon	374
Jonathan Stone	862
gl?õnwen | Olympic mood ????????????	2076
"#ArtisticGymnastics #Tokyo2020 https://t.co/xjpw9Q8l1X"""	8
Matthew Sowerby	1096
Nick Cannon	1754
marc lloydÉ??É?´	437
Duane Rankin	5623
Lee Fergusson #FBPE #FBPA	6427
?ù?¨?ù?ù?ù?ù?ù???ù?ˇ?ù?ù ?ù???ù???ù?ù?ù???ù??	3667
Chris Gambino	487
"This is the #OlympicsÉ?? https://t.co/sK6WCUwsJB"""	0
Winners	394
AshleyRAWRchelle ????	102
CJ Hudson ??è?¢ˇÅ?¢ˇÅõ¢ˇÅ˙¢ˇÅ™¢ˇÅ?¢ˇÅ®??è?¢ˇÅ?¢ˇÅõ¢ˇÅ?¢ˇÅú¢ˇÅ?¢ˇÅ®	557
Frankie	95
David	123
Holly Bird	918
???˝???Å???¯???????? ???Å???????´???? ??è?¢ˇÅ?¢ˇÅõ¢ˇÅ?¢ˇÅú¢ˇÅ?¢ˇÅ®	339
Amy Spiro	613
Jazz Johnson	1363
Tom Hogg	1023
"andrew rich (voice actor, DMs open)"	559
Andrew P. Sykes	6072
"#Tokyo2020 #bbcolympics #triathlon https://t.co/hJQ4P3iNZU"""	0
Kat ????	983
Steve	415
Ashley	1926
"#PhilosophyÉ?? https://t.co/4iGGlcEqsW"""	0
Luke Mather	724
LindsAy É??	1549
Martin #TeamGB ???™????	410
Georgina Joelle	1251
Bradley Stratton	1640
Natnael Guliano	51
The New Zealand Team	706
"#Triathlon https://t.co/AezNQlBdWE"""	4
Carol Austin	1011
Bobbie Ryan	457
Öß???Ö?èè?è?	5000
PorchBattalionGaming	359
Jane	330
Little VT	2423
sam	2384
James Phillips	460
SportyAfrica.com	309
"#OlympicGames #bra https://t.co/LpNziXuIkC"""	1
J.C	68
"#Tokyo2020 #TokyoOlympics"""	0
Rhi D	313
Mattomania	1041
Luke Prentice	3763
Sweet Jones	479
"IÉ??d be pissed! #Tokyo2020 #Olympics"""	0
Matt Carey	458
Zoya	185
Joyce Chien	91
Willo	969
My money is on Luiz	Twitter for Android
Paul ????	2416
Jess Wadey	1764
Verluca Salt ???™???? ??ù?	1827
Jamie Barron	1043
Mohammed Ali	887
Will Downing	3857
Brendan Bradford	2942
"#Olympics #Tokyo2020"""	0
Deano	424
Sharon	979
Stew Neifert	851
Al O'Ryan	2889
Blaynos	598
"6.30am start in Tokyo... And overÉ?? https://t.co/VZExjcDr5U"""	0
Vanessa	377
Ed Higgs	1100
Paul Duckett	1273
Sanmibor #AH19	1662
"#triathlon #Tokyo2020"""	0
Christopher Rowe	980
Jack de Menezes	1543
Terry Unsworth	993
Francois Nantel	365
"And wondering why the hell did they start thÉ?? https://t.co/I5TwPp7VvR"""	1
RT?? Sport	1356
"AftÉ?? https://t.co/wlEmmHSJS4"""	0
Carol Hood	1254
em	1073
mary	969
Kaoru ??ç?	1895
Family Man ??è?¢ˇÅ?¢ˇÅõ¢ˇÅ˙¢ˇÅ™¢ˇÅ?¢ˇÅ®	286
Graceless Hippo	826
Chris Tebb	581
mathew hibbert ????????	325
Gerry Church	1630
Jack	1687
#Tokyo2020	196
"??è?É?çÉ??ã?è#TUN Ahmed Hafnaoui the most unlikely #Tokyo2020 #Olympics ChampionÉ?? https://t.co/B4ztcyTVNw"""	3
Tom Young	615
?¯ylan	2495
É?ˇÉ?ùÉ?úÉ??LunarSkyeÉ??É?úÉ?ùÉ?ˇ????É?????¶	1181
Vickesh	2642
Kephren Izzard	789
"#triathlon #Tokyo2020"""	0
Tim Burnett ???????≠	596
Mark Osborne	146
Tim Bonville-Ginn	393
SOTA Jefe	112
"starter gun fired off even though a media boat was still in the way. half the field dove inÉ?? https://t.co/KAQMIGdLoV"""	0
Glen ??è?¢ˇÅ?¢ˇÅõ¢ˇÅ?¢ˇÅú¢ˇÅ?¢ˇÅ®????????	1026
Charlie	409
Steve Busfield ???ç	12110
Adam	882
Paul Williams	617
Stanford Women's Volleyball	215
"#OlympiansMadeHere #Tokyo2020 #GoStanford https://t.co/QLjRU5Lkks"""	3
Rachel	399
É??Emily HarriesÉ??	710
Twitter Moments Australia	79
Chris ??è?ã?èÉ?ç????	2297
Jordan	684
Jeets ????	101
"#Tokyo2020 #OlympicSwimmingÉ?? https://t.co/hUncVX0CQx"""	0
Twitter Moments UK & Ireland	13
Jenifer Moore ????	216
CappinÉ?? Colton	1508
K. Ishizaki	864
"https://t.co/1MwaPn1sR7"""	0
Midland ISD Aquatics	109
Chris Nickinson	829
Chris Evans ????????ã?è	722
mosh	406
AC	72
By-Tor	1545
"#olympics #tokyo2020"""	0
?ùê??ùêõ?ùê??ùê??ùê˝ ???™????	939
Tony Stuart #HowlOfAProtest	1185
Josh Kennon	1478
Matthew Nash	4046
Cuan Walker	258
"Some swam quite far there!"""	4
Matt Loveless	812
Antonio Ribeiro	307
Coreen Mazzocchi	514
Rhys Watkinson	1627
DG Olympics	13
"- ???ß????UnÉ?? https://t.co/5AC0pbdbD4"""	0
Andrew Swain	924
FeatherÉ??s Charm - A Crafts Blog	147
Stephen Mckenzie	352
Bill Callaghan	953
Lady Soo	2737
Sport Australia	11743
Daniel York Loh ???˙	2475
"#Triathlon #Tokyo2020 #OlympicGames"""	0
Paul Williams	617
Chris Brown	3121
"False start even!"""	0
Paul Taylor	372
Rui Gon??alves / HATER DE TECLADO	2599
Medbh Peavoy	456
Jordi	593
Matt Pullan	549
James ???˝????	1284
Brian Fitzpatrick	575
Josh	565
Ryan Kirchhoff	470
Thomas Lewis	991
Ollie É?´ã?è??çØ	967
Julian Lange	1315
Marc ???????¶	485
McKenzie Collins	28
Katie	39
David Smith	2597
Si?õn Davies	1566
Trenchy ??è?¢ˇÅ?¢ˇÅõ¢ˇÅù¢ˇÅ?¢ˇÅ?¢ˇÅ®???Å???Å???Å	1417
Killian Byrne	3024
Tim Bonville-Ginn	393
Bill Wilkinson ????	2474
Adam Williams	972
"#Tokyo2020"""	0
Josh Bunting	5650
Emily Jane (not a cat)	3434
Kirsty Palmer	1916
Ricardo Motti	351
Yuriy Andriyashchuk???ß???????˙???ß	8410
Gorigui Monke ??êÊ????????	3756
Nick Newman	488
Katie	1067
Glen ??è?¢ˇÅ?¢ˇÅõ¢ˇÅ?¢ˇÅú¢ˇÅ?¢ˇÅ®????????	1026
I kneel to ERIC ??çß??êù	1785
fijivillage	811
KVNG GYAN ???????™????	6419
Lmaoo	Twitter for Android
Patrycja Rapacka	516
Tim Mackenzie	509
Daniel York Loh ???˙	2475
Julian O'Brien	1073
BBC Sport Yorkshire	4595
"#bbcolympicsÉ?? https://t.co/LCmQXyqQl1"""	0
United World Wrestling	1428
"#uww #wrestling #?????¶?? #?Ò??•?•??Ò?¯É?? https://t.co/9hR7yu3gas"""	0
Australian Institute of Sport	857
"@JakeBirtwhistleÉ?? https://t.co/PctH8Nar3N"""	0
MHB	966
ASJAD (FREE KASHMIR-PALESTINE)	150
"#TalhaTalib #Olympics #Tokyo2020 #PakistanZindabad https://t.co/mhhL6aTlZ3"""	0
Steve Smith	1658
Off The Ball	1757
"@RM_Heffernan looks at the seemingly limitlÉ?? https://t.co/nBpgQA0Rnv"""	1
Reuters	1168
NEWS CENTER Maine	3654
Team GB	1390
"Make yourselves comfortable and cheer on our medal hoÉ?? https://t.co/EF7ba1QA4B"""	29
The Inner Sanctum	1267
C??lestine É?êÉ?ê	2786
Kian ???®???? vs ???™???????????¶???Å	1629
"#Tokyo2020"""	0
Andrea Wiseman	477
Carol Ram??rez	8
"#Olympics #Tokyo2020É?? https://t.co/H3B8OUidiu"""	0
Larry Henry Jr	3541
Craig Alexander	171
Amy Lawrence	598
Joanna ????	2216
Carl Quintanilla	5376
"#Tokyo2020 @CNBC https://t.co/WFiAn3bUX7"""	2
???´?ù???ù???ù???ù???ù???ù???ù?ˇ?ù?? ???????? is ????Fully Vaccinated????	3514
"(Shout-out to @NagataShachu from @anime_north) #Tokyo2020 #Triathlon @CBCOlympics"""	0
Don von Ribbentrop	2015
Also	"['Tokyo2020', 'lockdownmelbourne']"
Pete	1786
Donal	3130
Joaqu??n ???˙???ùã?è???????ê??èØ??ê???ê????ß???????????™	987
"@RefugeesOlympicÉ?? https://t.co/CXmdfSnQ1Y"""	0
Ivan Clavijos	592
harp00ns	727
Michele Moore Duhen	969
Joel Garcia	3031
Nii Akrofi	574
Sabeena Domun	376
Reda	629
fijivillage	811
Watch Live Free Online Streaming HD	18
"#Olympics #Tokyo2020 #Olympics2021É?? https://t.co/Gl4JvJpC0Y"""	12
@220Triathlon	937
"#Tokyo2020Triathlon #Tokyo2020"""	0
The Ubiquitous J-Man	2851
"#OlympicsÉ?? https://t.co/ySDXzpR6EV"""	0
Paul Williams	617
Captain	264
Queen B	1480
E??x??a??u?? É??	5001
Brian Avery	3301
CryptoChick	350
"#BabyDoge #BabyDogeCoin #dogecoin #doge #BinanceSmartChain #BSC #Crypto #BTTÉ?? https://t.co/1EhN7Gfd1j"""	0
USA Triathlon Elite	67
"#Tokyo2020 #Olympics #Triathlon https://t.co/QO6BoZrsne"""	0
National Post	164
"https://t.co/icZsOqmdSE"""	0
Martha Miller	193
Carolyne Curley / West Essex NOW	925
Morgan's older brother	2020
"""""He gave me the boost I needed today"	Twitter Web App
Carlos Saladen Vargas	48
Andre Lowe	2074
Rui Gon??alves / HATER DE TECLADO	2599
COACH	475
Maris Noviks	138
"https://t.co/uiPqlyL7J0 https://t.co/RAvuqF8brj"""	0
Yves Cyr	129
"#Tokyo2020"""	0
jack carter	1713
DG Olympics	13
"#Tokyo2020"""	0
Latifat Adebayo Ohio	4042
"#tabletennis #Tokyo2020 https://t.co/O98Jxfc0eR"""	1
Jason ????	996
†?¨?ùê?†??Ü??É?ê?˙	1437
Ash Winter	4997
"@BBCSportÉ?? https://t.co/We3QN7dEC8"""	0
???????ù ???? ????	155
"#Free??¶??Ò????ü? #TV_Free #Tokyo2020 #Swimming https://t.co/f1Mza6hWyo"""	1
Odisseo	734
"#BookingÉ?? https://t.co/FTIilVtVjm"""	0
Lenny	435
Sarah Zipp	738
Issy??????è¨É?çÉ??ã?è	358
"He survived 4 years - an Olympiad itself - from the veÉ?? https://t.co/57r6gibEHY"""	0
Cuan Walker	258
DG Olympics	13
"#Tokyo2020"""	0
World News Tonight	446
" #TeamUSA"""	10
Mike Moses	3046
fijivillage	811
"  https://t.co/YFPamEBw9m"""	1
Martha Miller	193
8News WRIC Richmond	1599
Saar	84
Blood Moon Bobby	66
Jamie Huston	117
"#vaccine #FauciÉ?? https://t.co/DlQTE6ViQw"""	0
Sport Ireland	817
??¯?ü™?üü??¯?üØ?ü??üè?ü???Ø?ü? ??????????è?ã?èÉ?ç???????Ê???????????Ê	1587
"#footballÉ?? https://t.co/ojpIQNUj7D"""	0
Debbie Mucarsel-Powell	916
"TeamUSA ???ß????vs TÉ?? https://t.co/OyVho7RSAC"""	1
John Byrne	256
"#Olympics #Tokyo2020 https://t.co/ZXl4Kp9lNQ"""	0
CryptoChick	350
"#ç??°??âˇ?çù?°??ç?? #âˇ?â??â˝?â˝? #BTSARMY #TikTok #PermissiontoDance #OlympicGames #fairlaunch #Covid_19 #Tokyo2020É?? https://t.co/g1tVQPqqW7"""	0
PRSVRE	826
"#TeamCanada | #Tokyo2020 https://t.co/4mlnZMJTWs"""	0
CANOC Sports	1100
"???™???????Æ???˙ CANOC VIBESÉÅˇÉ?? https://t.co/6pngcPoVvV"""	0
LastWordOnSports Inc	15958
After their loss to #Fra in the #Tokyo2020 Olympics opener	Twitter for Android
Matthew Podszus	703
BBC Sport	339
"#bbcolympics #tokyo2020"""	12
Ike	930
Martha Miller	193
McSport.ie	1336
"Scroll below in the comments for all IrisÉ?? https://t.co/XX4ihb2Kjr"""	0
Aquis Farm	4103
Latifat Adebayo Ohio	4042
"Time 2É?? https://t.co/qLcEuzswii"""	3
DG Olympics	13
"??ù? ???ß????Jay Litherland @j_litherlandÉ?? https://t.co/njkntLnbsR"""	0
generic man	1127
JJ Chalmers	459
"To bring you the MenÉ??s #Triathlon with real medal chaÉ?? https://t.co/qrkaVne0na"""	5
Martha Miller	193
Annie DeStefano	4330
Luk?≠è≠ Lhotsk?´	583
Ö??Ö?¯Ö?®Ö?? Ö??Ö??Ö??Ö?ÊÖ??Ö?¯	432
"#Tokyo2020É?? https://t.co/1buCNaaYUT"""	0
@eascasoa	134
"#Olympics"""	0
cyberocelot.eth ??????Æ???è?ã?èÉ?ç????????	896
Eustachio Maurizio	2695
Julien Hoez	5413
Las Vegas Aces	494
"#ALLIN #3x3 #Tokyo2020 https://t.co/zc7hqxxe6v"""	19
Little Uzbekistan Vertical	80
Jesus.jlm	1692
Pradhika Prat Panchal ( Poonam Panchal)	1286
"@HPCL"""	0
David	832
tijeanne	555
Tony Liang	859
?¯ylan	2495
Martha Miller	193
Kit Nicholson	891
antiracistcumbria	356
Standard Sport	835
É??Myl??ne??çÅ	123
Marc Selby ???˝??è?????	47
USA Basketball 3x3	161
Mark	590
NBT	65
"Moster treble in our racing group É??É?? https://t.co/FdkgBABHH0"""	0
Olufemi Okeniyi	4993
"#Tokyo2020 #TokyoOlympics    https://t.co/w4p223oefm"""	1
Eleanor Crooks	649
Bernie ???? TEDx | Author | FPSA.	9555
"#Tokyo2020 #OlympicGames https://t.co/gIIWFro98L"""	0
Elizabeth Santeramo	424
É??Esta noche	"['Diving', 'Clavado']"
Signa Butler	1421
UCI MTB	139
"#MountainBike | #Olympics |É?? https://t.co/vc4bBS5UPN"""	8
Daniel Burapavong ????	1938
FloTrack	2731
"????: https://t.co/iHCaHwr7I1 https://t.co/azju6EyrGM"""	1
Lachlan McKirdy	2412
"We've got a big morning in theÉ?? https://t.co/0xQEjteC88"""	24
Loving NiallerÉ?≠ 11YearsOfOneDirectionÉù????????????????????¶	301
Mexican National Team	502
"HC Jaime Lozano spoke to the media after todayÉ??s lossÉ?? https://t.co/dfXIR10Cb4"""	2
Stacie Clarke	1841
Clint Bolton	467
"#Tokyo2020 https://t.co/Ep1yO2fyge"""	3
Brian Cassella	2024
"How McDowell beat caÉ?? https://t.co/vCcMHuegF4"""	3
an cail??n cainteach É??ã?è	100
NotiActual	1289
Brittany Martinez	618
Wojciech Terebka ???Ê???Ò???ß????	1655
Ms. Lynn	108
"#emiliegrandpierre https://t.co/yKGj4ZERv4"""	1
Evans Nyalero	142
Shrikant Tara Pandit Bharatiya	35
T - Rack	1711
"@TeamUSA #2021Olympics #Tokyo2020 https://t.co/zdBWgi7gFP"""	0
Lawrence van Lingen	497
"#Tokyo2020 https://t.co/KZpcwC7UQI"""	0
Kaoru ??ç?	1895
The New Zealand Team	706
"#Tokyo2020É?? https://t.co/bZyZe5ebzB"""	1
Moises Arias (Moy Jr)	2864
"Without Audience &amp; toÉ?? https://t.co/ONLzJFgOo9"""	0
EADP KwaZulu-Natal	687
"#EADPOlympians #TeamSA #Tokyo2020 #Olympics https://t.co/ev562OSTlK"""	0
Eurosport UK	535
"#Tokyo2020 | #Tennis"""	2
Moises Arias (Moy Jr)	2864
"Without Audience &amp;É?? https://t.co/Q3ndGHTDnd"""	0
Mel Stewart	28899
Over50s Footy	60
"#Football?ˇ#CardiacRehabÉ?? https://t.co/H7xBxgZ1qT"""	1
Bellum et Pax ???????˙	249
BlackBelleFlower	305
PapaÉ??s Delicate Condition	338
Tony Liang	859
Nagasi	738
#AccordingToRashidAbdi	Twitter for Android
Vickesh	2642
Hannah	1949
???????????? ?Ò???™?Å ?????????Ò?? ??çÅ	469
Marielena Balouris	887
Tony Liang	859
Al. Morales	2298
Shooting The Breeze	104
"4 Top ???? @FIBA Young Guns in this group alone! Each 21 y.o in their firstÉ?? https://t.co/MLl4QFsZVd"""	0
Ken Adams	159
NorfolkPublicSchools	215
Matt Johnson	1793
Mike McMillan	538
Team Ireland	1393
"Race starÉ?? https://t.co/N4S28EubYi"""	12
James Doolan ??è???è¨	2464
@1strnd	3049
Phillip Kelly	1061
Schona Jolly QC	2767
Aliza Werner (uh-LEE-za)	4507
"#Olympics?ˇ #Tokyo2020"""	1
Katherine ????	544
É????ù?	1594
"#TokyoOlympics #Tokyo2020 #Tokyo2021 #Olympics"""	0
Michael Silver	584
James Doolan ??è???è¨	2464
???????™Oyediji Oluwaseun B???????˝	556
"https://t.co/q44ZnEcYlU"""	0
Joyce Chien	91
Martha Miller	193
Stefan Meyer	46
UAEWJF	99
"#OlympicGames #judo #Tokyo2020 #Olympics2020 #TeamUAE #BUDOKANÉ?? https://t.co/lgIC2Wb0Of"""	0
CryptoChick	350
"#ç??°??âˇ?çù?°??ç?? #âˇ?â??â˝?â˝? #BTSARMY #TikTok #PermissiontoDance #OlympicGamesÉ?? https://t.co/sHeONYtpmx"""	1
Kingsley Browndy	347
"WhitemoneyÉ?? https://t.co/sf6uzzxOXH"""	0
Soap Boxing Podcast	721
"#Tokyo2020 @ Tokyo Japan https://t.co/0RVRCHmihI"""	0
Follow Help 100k	1884
"WhitemoneyÉ?? https://t.co/1JK7rDg8pv"""	0
Ben Calusinski	139
Christopher Franklin	712
Jill Scanlon	1331
Tokyo Olympics schedule: Swimming finals	Twitter for Android
SBS News	919
Stacy Rumpf	318
"To  see  athletesÉ?? https://t.co/Cl8DyQFdkk"""	0
GigiPour	1485
Football Global - Olympics ????	2071
"But the @TeamGB diver will be entering these Games with a dÉ?? https://t.co/KxyU9iXdlQ"""	0
????Brittany????	476
Emmakin Skywalker ???¶???ß???Ò??è?ã?èÉ?ç????	1401
KSH Safety Services	4319
"#triathlon #tokyo2020 #elearningÉ?? https://t.co/ghhLnTgz8A"""	0
Viviendo el Surf .	2029
"Vannita ???˙ Chiang, MD"	623
RCR38	187
Ivy Habaradas	223
"#Tokyo2020 https://t.co/eiGChUB3sL"""	0
DoughertyNiners	386
Alessandro Nogueira	2272
bm_gate (Becki)	581
"Water temp for aforementioned swim in 29É?? https://t.co/s6xEVtZOcd"""	0
Bayejid Hawlader	138
"#sldkÉ?? https://t.co/2VgTVUKChH"""	1
Penguin ??ê????ß???˝É??ã?è	134
"#OlympicGamesTokyo2020"""	1
thisistheafterlife	748
"#Tokyo2020"""	0
C L Raven	1954
NOC UGANDA	144
"@BoxingUganda @UgandaBombers Middleweight @KavumaSsemujju will be up against ???????® Younes Nemouchi in theÉ?? https://t.co/NHhLVWq76j"""	12
DG Olympics	13
Carol Hood	1254
Football Global - Olympics ????	2071
"#Tokyo2020 https://t.co/BjtJUwiDqg"""	0
Olympics FanZone	20
Gaysian Scarlet Witch	690
Foreigner.fi	39
Football Global - Olympics ????	2071
"#Tokyo2020 https://t.co/3zMAuO7UJ5"""	0
aaron	229
AccuWeather	2547
Alpine Warriors	43
TeamUSATracker	529
#Rugby 	Twitter Web App
Harun khan ?????Ò???? ??????	523
"#Tokyo2020  #OlympicGamesTokyo2020 https://t.co/9TcfxnCuR2"""	5
Rich von Biberstein	570
"#dawgs #TokyoOlympicsÉ?? https://t.co/H9RLgTGmHH"""	1
India in Austria	169
"@tuvienna @EPFL @UCI_cycling @WKoglerÉ?? https://t.co/9KuYlUkjm2"""	0
TREVOR PROSPER	1966
Olympics FanZone	20
Surfing New Zealand	4374
Mariko Hamada	186
Christopher Anton	805
"British Rowing rules have anÉ?? https://t.co/poTRTGqV3q"""	0
COACH	475
Matt Farmer	278
Leigh Dean	2833
Arunava Chaudhuri | arunfoot	1183
Niall Gaffney	633
Reuters	1168
"https://t.co/6YriVQvuZ3"""	15
Benjam??n Rodr??guez ??	293
"  14Pts/4Reb/5As/19Val https://t.co/Ogp3pGMrsE"""	0
Nicole J	378
CoinHuntWorldVaultHound	245
"#Tokyo2020 https://t.co/RStSYkHKXb"""	0
Luke Binney	1000
"???????¨"""	0
The Field	601
"India's day at the #Olympics begins with a slice of history. In a sport that has been a partÉ?? https://t.co/ItdJpoWjka"""	5
Cyclingnews.com	4403
"https://t.co/p1b92uTUhp"""	1
Elisa Susini	258
????üú????ü??ü???????èØÉ?çÉ??ã?è????	1559
Kayla McKechnie	274
#Tokyo2020	436
"É??ã?è Douglas Souza ???????˙É?? https://t.co/NqXzRzkSMJ"""	70
Usman	1274
"#Triathlon #Tokyo2020"""	0
Dinie???®??????è?¢ˇÅ?¢ˇÅõ¢ˇÅù¢ˇÅ?¢ˇÅ?¢ˇÅ®???Ê????	402
Am wathin &amp; supporting one of our own	Twitter for Android
Evan Flay	668
"#Tokyo2020"""	0
Gevorg Ghazaryan	1797
"https://t.co/nURuCd8wTT"""	1
Kristina Ramsay	583
