user_name	user_friends
DECERET.COmmissions	404
"#gold https://t.co/eDJ3uOFW3D"""	0
Nikhil Mathur	808
Guy É?????????Ò	1702
Tennis365	600
?õ???Ò?? ?????˝?Å ?????ß?????? ???Ê???¯	311
India in Sri Lanka	122
pradeep bansal	76
Debashish Samantaray	81
????ã?è	5002
"#Tokyo2020 https://t.co/rn713FDZKH"""	0
iKenApp	60
Neiphiu Rio	59
The Bridge	169
"The second round toÉ?? https://t.co/wkvlVPU50q"""	1
Jason Veale	122
?ù?Æ?ù???ù???ù???ù???ù?è ?ù?˙?ù???ù???ù??	6495
"#AUSvSWE #Tokyo2020 #TokyoTogether #GoAustralia #Olympics https://t.co/5oUSIkhHWv"""	0
Veerayyappa Swami MM	281
"#Tokyo2020É?? https://t.co/RzjOnw12RS"""	0
CHILDLINE	536
"#Childline1098 #OlympicsÉ?? https://t.co/dYfJW4qicr"""	1
skullohmania É?õ #LetLeniLead	539
Jowi Tv	143
"Ringtone https://t.co/3xEghxEFzi"""	0
Saboteur Aesop ???Ê	5765
Francis T. J. Ochoa	754
É??MASSÉ?? #TIGER3	403
New Straits Times	431
Playa???¯???ù| The Money Maker???Ê	398
"#Olympics2021 #Tokyo2020"""	0
Heavenly Clothing	81
"#Tokyo2020 #TokyoOlympicsÉ?? https://t.co/6J2ZJx7Qlm"""	0
Deepak Sinha	170
"#Tokyo2020 https://t.co/SZqz7hWiIn"""	0
Ñ??ëù???????????????????ü??ü?OLá?Øyoutuberã¨?áè?Ü?¯?ü™?üù?ü¨??®?ü¨????	630
"#TeamIndiaÉ?? https://t.co/fzNErv9cRp"""	1
Sheila Babudas	42
"#Cheers4India #Tokyo2020É?? https://t.co/6mNYrpAEye"""	0
Sportify-GlutenFree	1619
Never in history	Twitter Web App
Team Ireland	1393
"Super swim from #TeamIrelandÉ??s Ellen Walshe to win her 100m Butterfly heat in a time of 59.35 ???????¶???è??èØ justÉ?? https://t.co/o8c0Ud2Sv4"""	9
A Z ????????	582
"Vikas Krishnan @officialvkyadav out of Olympics in round of 32 loses to Japanese Boxer ??ù? #BoxingÉ?? https://t.co/Tjy2918uPi"""	0
Weekender 2020	278
É?õM?≠SF?≠TÉ?õ	252
†??†?ÒPaolaÉÅ˙ ???? †??†Ê?†?¯ ????	754
International Hockey Federation	2724
"#Tokyo2020 #CANvGER"""	1
Reuben Terrado	1689
GMA Sports	170
"Rajesh Timane, PhD ???è"	2143
"Dedicate this medal to my country: Mirabai Chanu shares heartfelt post after silver medaÉ?? https://t.co/1OrySIiINU"""	0
Shrawan Chauhan????????	4909
Elissae	114
United News of India	0
Luke Williamson	114
"#Tokyo2020 #OlympicsÉ?? https://t.co/cH2hp6P5Ok"""	0
@shardendusonu	271
"You have made ???????? veryÉ?? https://t.co/ksWaON9WVC"""	0
Glen Blogger	831
"https://t.co/sty3udBoU6"""	0
kasur empuk	470
Dr. Manmohan Singh	379
"#Tokyo2020 #TeamIndia https://t.co/YESLmvzuKU"""	0
Jowi Tv	143
"#jobopportunitiesÉ?? https://t.co/UI9GdnXzh5"""	0
Kaylee	1139
burke	356
Rommel Villegas	65
Christopher Manuel	811
"#Tokyo2020"""	0
Soureh???????˙???Ê????????	3302
"But that'sÉ?? https://t.co/tukzaRxqsq"""	4
Boxing Federation	312
"#RingKeBaazigarÉ?? https://t.co/LR7QrhgB2L"""	2
Carlo Anolin	167
Capt Shalini Singh	463
" #Tokyo2020????????"""	0
Karthik K	295
O Nkutlwile	270
"#TokyoOlympics"""	0
Deccan Herald	152
WSUlive	142
?Å??Å??Å??Å???®?????˙?ü¨	62
"#judo #Tokyo2020 #Taiwan"""	0
#Tokyo2020	195
Gretchen Ho	1729
Dr.Akshay Rajput	988
PHemmy Germann	4552
" #Tokyo2020"""	0
The Advertiser Sport	1750
"Follow #Tokyo2020 LIVE: https://t.co/rgwRGup7qH https://t.co/9PEs1IwS8O"""	0
Birdao Boro	241
"What a jÉ?? https://t.co/VQzNthOgBL"""	0
Bassel Safi	543
Fiona da Wabbitt	380
The Sports Shot	1378
Bryan Kay	17589
The English Lion	653
Ö??Ö?¯ÖùçÖ?ÊÖù?Ö?? Ö??Ö?®Ö??ÖùçÖ?¯Ö?? (Ö??Ö??Ö??ÖùÅÖ?˝)	1109
Jowi Tv	143
"#JobsÉ?? https://t.co/EBWwjWw8yL"""	0
Ö??Öù?Ö??Ö??ÖùçÖ?? Ö??Ö?®Ö?ÊÖ??Öùç (Ö??Öù?Ö??ÖùçÖ??Ö??Ö??Öù?)	218
Farzan Patel	376
"#Tokyo2020 #Olympics #Boxing #TeamIndia"""	0
Tayla	61
Aman Raj	176
"#Cheers4India https://t.co/rkId2jxHA8"""	0
???™???? Craig ????????	4250
AMO Electric Bikes	1220
Antonia	720
NIKO NEKI	141
"#????ü¶?ü??ü¶??Ø??Æ??? #Zelda #ParisÉ?? https://t.co/kZtvnOJNuU"""	0
Md Rabiul Islam | Ö??Ö??Ö?ü Ö?¯Ö?™Ö?®Ö??Ö?˝ Ö??Ö??Ö?˝Ö??Ö??	500
"#Tokyo2020 #Ind #TeamIndia https://t.co/eMwwfqCxwm"""	0
Abhishek Pandey	624
"#Tokyo2020 https://t.co/k71g6hpfWe"""	0
Paralympic India	2332
RAJEEV PATEL	968
BackpagePix ????	578
"#BackpagePix | #EPAphotosÉ?? https://t.co/SHPAylQ1w6"""	0
Geetha Kothapalli	134
?ù???ù???ù???ù???ù?ú?ù?è?ù?ù?ù???ù?ˇ?ù?¶?ù??27????????	911
"#Tokyo2020 #Olympics https://t.co/Gem47WORuo"""	15
Dr Amy Peden	950
Lirim Grei??evci	3097
"She foÉ?? https://t.co/5xNJncZEQb"""	1
Shona Smith	869
Clinton Davey	2118
Newt	320
SHIGIN ACHU ???ˇ????	1486
"#TonakiFuna #Tokyo2020 #Olympics"""	0
Jowi Tv	143
"Ringtone https://t.co/REB7uaesVe"""	0
Siddhenkumar Sahay ????????	2984
"#WeightliftingÉ?? https://t.co/Uf2D2uuZzm"""	0
CZE-tra Kv-Olympic-tova ???????®	749
"A first rematch v PaoliniÉ?? https://t.co/CrWRWx8Vy5"""	1
Jemma	120
Australian Swimming	343
Wai_Wai 03	389
"#Tokyo2020 https://t.co/WyQJpSRyuc"""	0
David Smith	2596
Irmak Ozkasikci Orman	942
Office of Sanjay Kumar Das Burma	18
Hajime ä?Òä¶?Ü??Ü¨˙Ñ??	121
"#Tokyo2020 https://t.co/qzPThXiyAJ"""	0
Michael J. Adams	199
"What's good on today? #Olympics"""	0
Doug Hall ???????????ß????	4977
Bharat Mirani ????????	636
"The World No. 2ã?èÉüú clinched thÉ?? https://t.co/kJ3s1GXTd3"""	1
Mary J Watson	339
"@USWNT @mPinoe @alexmorgan13É?? https://t.co/0gXH8R4Mwh"""	0
Gururaj Bhatia	1314
Giridhara Srinivasan	323
Mark Stevens	261
Mahesh Nagar Niyana	926
"#Tokyo2020É?? https://t.co/m2pYlBogMr"""	0
Ross Bowler	684
"That was not as long as every Brisbane BroncoÉ?? https://t.co/Vh2XTr9dRa"""	0
Khel Now	85
"#boxing #IndiaAtTokyo2020 #TokyoOlympics #Tokyo2020É?? https://t.co/SG4fdCmoPj"""	0
Boxing Federation	312
"#TeamIndia"""	0
Madhaw Anand	313
Leah ????	302
Ashlyn and Claire	638
Gordhanbhai Zadafia	293
FINA	4220
"The Swedish dropped her best 2021 time after the elbow iÉ?? https://t.co/Y3oLQlCgNc"""	10
Danny NyekoÉù?	130
"#OlympicsFootball #Olympics  #Tokyo2020 https://t.co/J8p6orOJU6"""	0
Abiodun Morounkeji	467
Ö??Ö?¶Ö??Ö??Ö?? - India's 1st Social Media Platform	78
"#Cheer4India"""	0
The Field	602
Another tough round for Vikas Krishan	Twitter Web App
Masroorian	637
"#tokoyoOlympics  #Tokyo2020É?? https://t.co/DbTOJDqKBF"""	0
Kakalabanda	4189
pritt & the olympics ????????	836
G	257
Rachel Worsley	740
Steve G	369
Mukesh Srivastwa	466
Team South Africa	616
Kevin Renshaw ????	976
Catrina Ko	181
Matthew Rimmer	18550
??ù? maheshhhhh???˙	290
DD India	532
"Watch: https://t.co/75p8tdGkKJ"""	1
Zeeshan khan	698
"https://t.co/QMzhCT3ygr"""	0
Sachin Dey	517
"#Tokyo2020 Jay hindi ???????????????? https://t.co/eXOyka6a1F"""	0
Telegraph Sport	1627
"Follow #Tokyo2020 LIVE: https://t.co/Av5BNKfvJw https://t.co/NRJxKZKBTD"""	0
Boxing Federation	312
"#TeamIndia"""	0
MMA India	3211
"#Cheer4India  #Tokyo2020"""	0
Devin Heroux	2319
"Going to write. #Tokyo2020"""	0
nay_meagen	732
Deepak Kumar Bhaskar	2177
"____É?? https://t.co/ThPycIiNUr"""	0
Coraline	578
Manoj Mehlawat #CoronaYodhha	730
QueryFinders	108
"Many congratulation toÉ?? https://t.co/3YAfpLozLg"""	0
Sportsbet.com.au	3727
"#Tokyo2020 https://t.co/jfQSO9cYPU"""	2
Lionel Piguet ???????????Æ???˙ X ???????¨???Ê????	1651
Ana É?Åã?è????	1716
Posa ya Bolingo	656
Gururaj Bhatia	1314
Amar Singh (The Great Towel-E)	243
Kenneth Tan	748
Giarc Nibisna ???˝???????ß	318
"#Badminton  #Tokyo2020  #Olympics  #SukanOlimpik  #GanbatteMalaysiaÉ?? https://t.co/iMchKZtvog"""	0
Mathnal	4613
Karthik K	295
"#Tokyo2020"""	0
Archit Agrawal ????????	578
?????¶ AMIT CHAUDHARY	205
"#Tokyo2020 #Olympics #Boxing"""	0
Bharat Army	3469
"#Cheer4India #Tokyo2020 https://t.co/6fNoTSwA5n"""	1
Diego Portalanza	4213
Admirim	1074
"Distria KraÉ?? https://t.co/Wp6FJdhz4z"""	12
Farzan Patel	376
"#Tokyo2020 #Boxing #TeamIndia"""	0
Brittany Evans	908
Rahul Walde	250
porwalji10	220
Covidfree	891
#Angge	423
"#Tokyo2020 https://t.co/jAOfwgriYy"""	0
iuiaÉÅ?ÉÅ?	415
Sheldon????	138
"Mirabai Chanu wins silver Medal in 49 kg WoÉ?? https://t.co/KwW6jxGQTh"""	0
Leigh Meyrick	976
"(quesÉ?? https://t.co/dtYZSrCEV7"""	0
Ravi Bharadwaj ????????	44
"@manikabatra_TT wins in straight sets against Great Britain's TiÉ?? https://t.co/S22UWO1TyY"""	0
sports tweeter Matthias (tone setter)	968
IranPressNewsAgency	8
"#TokyoOlympics https://t.co/RbaCe1afOt"""	0
Jake Villanueva	356
ë??ÑØú Ü?¯Ç??	1285
"#Judo"""	0
Ö??Öù?Ö??Ö?¯Ö??Ö?? ????????	1009
INDIA NARRATIVE	190
".@manikabatra_TT  wins round 1 of the women's singles #TableTennis event against Tin-Tin Ho ofÉ?? https://t.co/WgoyyBUnE8"""	0
Dean Watling	478
"Aussie got there for sure! #Tokyo2020"""	0
FM TADKA	640
"#KheloIndiaJeetoDuniyaÉ?? https://t.co/Eg9o5BHTKX"""	0
Kokrajhar	351
"Mirabai Chanu won a silver medal in the woÉ?? https://t.co/pUek1Kqc0B"""	0
Jay Holder	991
Russell Eassom	1067
Supreme Prodigal Countess Quing Shin Nicole??????è¨É?çÉ??ã?è	107
DEVIL	884
Akash Rajput	385
Tristan Lavier	603
"#Tokyo2020 #Judo #JPN #Gold https://t.co/TnIXQzRRgA"""	1
Abhinav kumar???????????Åã?èÉ?ç????ã?è	559
"#Tokyo2020 https://t.co/LmUAYSp1ii"""	0
CDRBHASKAR2nd	378
"@cdrbhaskar"""	0
Christian Dom Pantaleon (Christian Duncan James)	1355
Mary-Anne Monckton	528
Kyodo News Sports	272
"https://t.co/6QJooHpzw1 https://t.co/rT8HzXMhfC"""	4
svai vai ai i (-2 ????)	752
TeamUSATracker	527
"Torri Huske (4th) 56:29É?? https://t.co/Da5v98OvQd"""	0
Chr??s McDougall	388
Sayanta Banerjee(#RajaEbarGodiCharo???ùÉù?ã?è????)	4994
mandeepkohad	394
"#wrestling https://t.co/nfIGYh1sYA"""	0
WDSportz	1089
The Janta	64
" #tokyoolympics #tokyoÉ?? https://t.co/Wa1DHifULz"""	0
VARSHA PRIYADARSHINI	3
The Bridge	169
"#Tokyo2020 #Olympics #TeamIndia"""	0
Vinayakk	1052
"Not an ideal start for Vikas Krishan. The first round has gone to the Japanese. And already thÉ?? https://t.co/m9gOv6MxH9"""	2
Coraline	578
Funfacts	49
Davis Harrigan???Å	1832
Fair ???Æ	331
????Me_is_Mari????	239
Fiona Patten MP	9533
"#Olympics #Tokyo2020 #aus"""	0
Khel Now	85
"#boxing #IndiaAtTokyo2020 #TokyoOlympics #Tokyo2020 #TeamIndia #IND #Olympics"""	0
jop??t	902
"#Tokyo2020"""	0
OluwaLymo???¶???≠	2285
"#TeamBotswana #Tokyo2020  #Swimming"""	0
Chintan kumar????????	194
" #Tokyo2020 https://t.co/XBDN5IUaU4"""	0
Philip Martin Matel	323
Nikhila	761
Amanda Campau (she/her)	790
Sports Et Cetera	228
"Canadian women ???????? improve chances of advancing to quarterfinÉ?? https://t.co/4jh5Hm7ip9"""	0
TrackNation INDIA	11
"What a wonderful gesture ????É?? https://t.co/zVi6yBNdsB"""	0
Sharath Babu	180
"#Takeabow #ChanuMirabai #Tokyo2020 https://t.co/GGcVWHaeRI"""	0
Chris Emenyonu	952
"#BadmintalkTokyo2020 men's doubleÉ?? https://t.co/ot4ncPbpHe"""	0
FAWSL Full-Time	1616
"#Japan #TeamGB #Tokyo2020"""	0
Karthik K	295
rahul desai	3210
Gaurav Maurya	507
"You have made us all proud ??????èØÉ?? https://t.co/aVj6M2ymXj"""	1
India in Jamaica	556
"by winninÉ?? https://t.co/E5rb0qWqAA"""	0
Kahl	220
Lemuel Challens	1162
"#Tokyo2020"""	0
Easywin_Zambia	19
Rachel Worsley	740
Football Global - Olympics ????	2016
"#KOS?ˇ | @Judo | #Tokyo2020"""	0
Rob Longley	1879
Samrat Jaiswal	20
"#Tokyo2020 #Cheer4India #Olympics https://t.co/xaMoQrJeLj"""	1
Manikanta	66
"Huge congratulations to #MirabaiChanu on winning the silver forÉ?? https://t.co/1kJhLtF7Ky"""	0
Sayed Agha	64
#Afghanistan	"É?? https://t.co/6YWjCSU1Hk"""
CHELSEA WOMEN TEAM	1781
"#CFCW https://t.co/7rH5iJSHR3"""	5
Susie	1144
"#ArtisticGymnastics #Olympics #Tokyo2020"""	1
Josh Pavitt	585
Nicky Flash	215
Oneindia News	621
Kyodo News | Japan	150
"https://t.co/VkMKSpHUgT https://t.co/0MSRkBd3Cl"""	20
Sachin Santhosh	906
Sachin Santhosh	906
Natia Qemoklidze	340
Jayaraju Yeggoni Sr.Advocate	246
"Absolutely delighted to see India's good start in #Olympics #Tokyo2020. Hearty congratulationÉ?? https://t.co/HBLETvxL2s"""	0
Kim	453
Casper	2250
"#Swimming #Tokyo2020"""	0
Martin J P	836
Hollanders Indonesia	107
"#TeamNLÉ?? https://t.co/yxbeSqf7fJ"""	0
Cassie Mitchele	1380
Variety World Hub - Portsmouth | Stay safe!	1329
"???™???? #GreatBritain = WhiteÉ?? https://t.co/H0rtX30Lij"""	0
Ritlal Yadav	20
"#Tokyo2020 https://t.co/hOKqL8uxnA"""	1
360 Realtors LLP	150
"Let's give our team of athletes a huge round of wishes so that they shineÉ?? https://t.co/36O1LdaO4m"""	0
WARUTS ???¯???¶	4178
RohitMandhi	62
" #Tokyo2020?ˇ ????????É?? https://t.co/ZbAQBx9ueR"""	0
Lambda_V	4656
"#Tokyo2020"""	0
Mukesh Srivastwa	466
BRAD	1250
Sushil Jamdade	50
"#Tokyo2020 https://t.co/kSNVVh0ols"""	0
Sekyere Richard	1
"#Olympics https://t.co/yQUJXza2Ke"""	2
Ahmed Shaikh	123
"#MirabaiChanu"""	0
Exhibit Magazine	56
Movie??ç®Moghal???™	43
???? Matthew!	0
The Times Of India	468
"@mirabai_chanu's mother in tears as daughter sports 'good luck' earrings she gifted ??è?ã?èÉ?çÉ??ã?èÉ?? https://t.co/rxT2NKITcU"""	7
The New Indian Express	545
Devin Heroux	2319
"She'll swim in the semifinal here tomorrow morning. #Tokyo2020"""	1
LNCT Group of Colleges	109
"A big salute to #MirabaiChanu for winning the first silver inÉ?? https://t.co/CYsAqEjmcw"""	1
Gulistan News	4
Abhishek Ravindra	298
Sky Bet #RequestABet	168
Tavas	24
rochelle yosa	170
?Åè???????ü¨?Å? ÉÅ˙ ??ê?	414
Pramila Dixit	126
?????Ò?? ????????	208
News18 Sports	442
"FOLLOW LIVE: https://t.co/n5ancyNWsS"""	0
News18.com	170
"FOLLOW LIVE: https://t.co/vQyeVBnJZM"""	1
Jatin.Vats???ç	215
"#TeamIndia"""	0
Karthik K	295
Shadia Nasralla	296
Hanan Zahid	20
"#Tokyo2020 #Olympics https://t.co/hnU1NLPe5k"""	0
Big N Tall Nigeria	42
"Reno | MÉ?? https://t.co/GqsXINVW3I"""	0
Nehat Isufi	1013
"#Judo https://t.co/yMtzZmup0v"""	0
Megan (Dahl) Knops	1516
"@GymterPets #Tokyo2020 https://t.co/ByaGCKU7LK"""	0
Boxing Federation	312
"#TeamIndia"""	2
Agoodname ???™???????™???????™????	1052
Ethan	688
Siddarth Sivakumar	515
"#Tokyo2020 https://t.co/vgXVpbMPG2"""	0
MELVIN MAGIC	1
"#Shorts #love #tiktokguy #OlympicsÉ?? https://t.co/ABR7S5uh5t"""	1
ANKIT KUMAR ????????	98
"#HappyGuruPurnimaÉ?? https://t.co/6MhPaLr3wT"""	0
andrew spooner	363
"Catch it live on tv"""	0
Mercy	2164
"#Tokyo2020"""	0
BRAD	1250
Jacob Towne	209
Dr Jayasuriya	368
"#Weightlifting"""	0
É?êÉ?ê	3428
"#Tokyo2020 https://t.co/0pvxaT2wdv"""	1
Dr Vijay Satbir Singh	242
Alienated	1953
"#Tokyo2020 https://t.co/YxmO9WJ156"""	0
The Field	602
"Vikas Krishan tried to be aggressive and even landed a couple of heavy punches but thÉ?? https://t.co/1Wv39fPdCi"""	0
Naren Asal	1261
Rufino Gilles	3041
Mahesh Nagar Niyana	926
"#Tokyo2020É?? https://t.co/QmHzFIAeY4"""	0
Lachy France	702
GiveMeSportW	567
"#SWEÉ?? https://t.co/5JM154WvAB"""	2
ErikaJLeadbetter??è?ã?èÉ?ç????????????	1633
Zen | daileee :)	187
Kristel Satumbaga	41
á?≠Üêç?Å?ë??ë??	469
Vinay Dudhane	191
Rajan Kumar ????????%Follow Back	5879
$@Nd!?? m0dAk ????????	4999
"India have won their FIRSÉ?? https://t.co/EjmapqZQmW"""	0
Official Cattorney	183
Deadrise London	110
Yash Kumar Awasthi	99
"#MirabaiChanu #Tokyo2020É?? https://t.co/FxcpPTqvl0"""	1
Nagaland Congress	125
Shubham chaudhary	1088
Sam Walsh AFCÉ?õ	187
Sonia Randhawa	239
Sam Kerr was clearly clipped inside the box	Twitter Web App
FAWSL Full-Time	1616
"#Japan #TeamGB #Tokyo2020"""	1
The Age Sport	948
Orlando Pride	129
" #Tokyo2020 | #AdAstra https://t.co/8wP7uXlQiK"""	8
Wayne R	315
"#Tokyo2020 #Olympics #TeamCanada"""	0
Rappler Sports	147
Veena World	95
"#VeenaWorld https://t.co/tE5XdhOIWO"""	0
Shunya ????????	639
"@Tokyo2020É?? https://t.co/HhK8b8ZI0E"""	1
jpnactress	4
"#Üßüá?™??õ?ü¶??? https://t.co/zOC7gIafbC"""	3
Alex Bishop	801
Patrick Goldsmith	302
?ùê??ùê??ùê??ùê??ùê??ùê?	25
Odisseo	734
"check availability on https://t.co/EOFf0AdzQ5É?? https://t.co/CNUNOqcFEE"""	1
Abhishek Srivastav ????????	4372
"#MirabaiChanu wins silver Medal in 49 kg Women's Weightlifting andÉ?? https://t.co/kLJDUoZpN3"""	1
?ùê??ùê??ùêÆ?ùê≠?ùê??ùê? ?ùê??ùê≠?ùê??ùê? É?¶	23
"#MirabaiChanuÉ?? https://t.co/5II3O0QHzU"""	0
FOB Jhansi #We4Vaccine I&B Ministry	218
Franz Halili	295
JKLM JKLM	16
#OlympicGamesTalk??è?É????ù???ùçÉ?´??????è????Ò	1176
International Hockey Federation	2724
"Both captains have equal numbÉ?? https://t.co/vk0y80yVRk"""	0
Gio M.	3451
"#Tokyo2020 https://t.co/bxdp7iuxZp"""	1
Boxing Federation	312
"#RingKeBaazigarÉ?? https://t.co/TCMNp69xT2"""	0
The Tribune	286
"Chirag-Satwik stun World No. 3; Praneeth loses opening match on Olympic debut https://t.co/gZBsMeRX6j"""	1
Ampere Electric Vehicles	82
PharmEasy App	4
"#Cheer4IndiaÉ?? https://t.co/kuBI631oXL"""	0
USA Boxing	537
"Watch É?≠ã?èÉ?? https://t.co/GldOuGbchV"""	2
Anthony Bowe	145
XtraTime	479
"#Tokyo2020É?? https://t.co/T2xHc7PnQh"""	0
Matthew Rimmer	18550
Olympics induced insomnia	274
Devin Heroux	2319
"She goes 56.18 to win heat four. #Tokyo2020"""	0
Albert Spahiu	30
Karthik K	295
Airing Sports	16
"#Olympics #OlympicGames #Tokyo2020 #Airingsports"""	0
Luke Tizzard	1462
#3Sports	336
"#WarmUpPlus"""	0
BornFree	537
#Revolution_Is_Black É?¶???®???????Ê???????Ø???¶	1988
Crime Master Gogo ????????	6123
berniebernie64	956
Anand Vaishnov	1725
KhelKhelo	139
Bhaskar Live	83
"#JeevMilkhaSingh #Tokyo2020É?? https://t.co/7FevY9Eed7"""	0
Alienated	1953
"#Tokyo2020 https://t.co/zVBA1BAKvV"""	0
Rishu Yadav	95
"Weightlifter #MirabaiChanu won Silver Medal ??ù? in womenÉ??s 49 kg category.She lifÉ?? https://t.co/30z02UAkCw"""	0
I LOVE MONDAYS ???™????????????????????	512
IndiaToday	248
"@mirabai_chanu speaks #exclusively toÉ?? https://t.co/vuleZudZTr"""	11
jacinta É??	989
Delhi Times	752
Nearly Started	490
Dan	2054
Madibaz Sport	2431
Prince Prashant	647
"#Cheers4India #Tokyo2020É?? https://t.co/OqnD6pMNE9"""	0
Kunaljit Deb ????????	240
TOI Sports	254
"Read:É?? https://t.co/nURDk6jN7a"""	6
tc	656
jay prakash	558
"Lifting the weight of a billÉ?? https://t.co/dNZnCKi8Jc"""	1
BOB (The Builder)	309
Hi-Ho?üè????ü??ü¨??????èØÜ?™Ü¨è???	61
ST Sports Desk	532
Electric Heart	245
Ravi Tiwari ????????	7914
seshnath upadhaya	516
????Ö?èÖ??Ö??ÖÊØ????	2628
"#boxing #Tokyo2020 #IndiaAtOlympics https://t.co/BDgvYNFcss"""	0
????Ö?¶Ö?ÊÖ?? Ö??Ö?¯ÖùçÖ??Ö?? ????	775
MAJALLA	8
Mani Vel	160
"Chelsea Pride, Champions of Europe ??è?É?êã?èÉ?êã?è"	613
"#JPNGBR | #Tokyo2020?ˇ #Olympics?ˇ#TeamGB"""	1
leonardi É?≠	2698
"#Fencing"""	1
Karthik K	295
Alienated	1953
"#Tokyo2020 https://t.co/PdXa4aiHuw"""	0
Er. Shahnawaz Alam	639
Black Tiger	1052
Jane	151
Boxing Federation	312
"#TeamIndia"""	0
Jonathan Lansana	2302
Aleksandra G??rska	1107
Benjamin Willie Graham	3405
Bihari Hai	51
"#Cheer4IndiaÉ?? https://t.co/8RjOJDkWCj"""	0
SIERRAEYESALONE	1059
GMA Sports	170
Prof Dr J V BABU	4972
"North East India has immense TalenÉ?? https://t.co/PnJifXDBHD"""	0
Prince Prashant	647
????????????Tornado #MGW????????????	45997
"????????  0|1|0|1É?? https://t.co/leHGK2hzw3"""	0
Doomacheal	304
"#Tokyo2020 #TokyoTogether #Olympics #Swimming #AUS"""	0
Alienated	1953
"Well played. https://t.co/rIYf9BTkmb"""	0
Luffy	178
#DONDA Blogger ???™???????????™???ç????ã?è	199
"#Olympics2021 #TenToes #DONDA  #SHAXI #Tokyo2020 https://t.co/3fAucR5VAU"""	0
É??ã?è???? ?ù???ù???ù?≠?ù???ù?? ?õ?˙ÉÅÒ†Ê?†???¯ ÉÅÒ†Ê? †Ê?†Ê? ????É??ã?è	923
"#SokongMalaysia #GanbatteMalaysia #DemiMalaysia #Tokyo2020É?? https://t.co/vlq0XLeKqH"""	0
Erika Fiameni	83
†èõ†è?†??f†?™SS†??†è? Paul ????	792
"#Tokyo2020"""	0
SportsFreak_Sameer	1677
"#Cheer4India #TeamIndia #WeAreTeamIndia #Tokyo2020 #Olympics #IND #Boxing"""	0
Khel Now	85
"#boxing #IndiaAtTokyo2020 #TokyoOlympics #Tokyo2020É?? https://t.co/RJ3BGcDM1c"""	2
Houshimoko Sports Management	1047
Davis Harrigan???Å	1832
Oloye	8432
"#TokyoOlympics"""	0
Aniko Kapornaki	1063
Dhanush Shetty ????????	105
International Hockey Federation	2724
"#Tokyo2020 #CANvGER"""	0
Luke Williamson	114
.É?õ*É?õ?ùê??ùêõ?ùê??ùê?ÉÅ˙É?õ*?¯`	619
"#giochiolimpici #Olympics #Tokyo2020"""	0
Tim Smith MP	1168
sonia ??†?¯	973
IG: vincent_maje	5156
Aayush Ojha	283
SwimSwam Live	114
vale??????è¨É?çÉ??ã?è vs sessione estiva	200
John Apotsis	488
Fakye__mufc????	977
Arunaksh Bhandari	1040
"#Tokyo2020 https://t.co/RDlKvz5OCC"""	0
linways	48
"#Olympics2021 #Tokyo2020É?? https://t.co/Kdzfr6nP2q"""	0
alessandro	206
Raju Debnath	203
Luke 'Ming' Flanagan	988
Soccer Facts	5217
"#Tokyo2020É?? https://t.co/j0mckdnAjh"""	0
?ù???ù?ß?ù???ù?® ?ù???ù?Ê?ù?˝?ù???ù???ù?Ê (?????Ò ??????)	831
"""""proud MomentÉ?? https://t.co/S00nisjm5S"""	0
Headline 8	43
"#headline8 #Tokyo2020 #TokyoOlympics #indianarcheryÉ?? https://t.co/RYawPNCZWB"""	0
Saptarshi Nag	5
"#TeamIndia #Tokyo2020 https://t.co/AV7Drpksow"""	0
Vishal Kamble I Ö?ÊÖ?®Ö??Ö??Ö?˝ Ö??Ö??Ö??Ö?™Ö??Öù?	155
Niraj G. Chodvadiya	264
"#Olympics2020É?? https://t.co/kAVImMAXCq"""	0
A. ???????ßÉ??ã?è????????	438
?ùê??ùê??ùêú?ùê? ?ùêÅ?ùê≠?ùê??ùêÆ?ùê??ùêõ	1560
"Mirabai Chanu lifts #Silver... becoming the first Indian medallist at #Tokyo2020! ??è???è¨É?? https://t.co/pKg01Wiwo4"""	0
Ave Lee ???? #SaveMacGyver	164
Deccan Herald	152
ciara??ç?	810
The Bridge	169
"#Tokyo2020 #Olympics #TeamIndia"""	0
Alienated	1953
"#Tokyo2020 https://t.co/ht6WnRgGiY"""	0
Pragativadi	491
"#SportsNews #Tokyo2020É?? https://t.co/RXds0yvXUM"""	0
Billie Hurley	226
Abhilash Kumar Jha | Ö??Ö??Ö?®Ö?˝Ö??Ö?˙ Ö??Öù?Ö?ùÖ?®Ö?˝	503
"#OlympicsIndiaÉ?? https://t.co/CEFeMakhIY"""	0
David Woods	908
"@CarmelSwimming's Jake Mitchell is in last of 5 heats in 400m frÉ?? https://t.co/bgnf8ScFSY"""	0
craig mcdermott	850
mFluencer (Influencer Marketing Simplified)	38
"Weightlifter #MirabaiChanu wins India's first medal at #TokyoOlympicsÉ?? https://t.co/bWjD0D4uyu"""	0
Matt Wordingham	3546
Rhett Captures É????è®	867
Tanya Evans	1969
Conbini Boys ??êú??ç?	911
"#Tokyo2020 https://t.co/oC4QtxvAd1"""	0
B????????????u????????????n????????????m????????????i???????????? A???????????? ???????≠	754
"#Tokyo2020 https://t.co/wGgfDXbK0k"""	0
Gretchen Ho	1729
Girls on the Ball	3246
"0-0 | #JPNGBR | #Tokyo2020 | #Olympics"""	1
peter bakas	1743
Nikolai Pajarillo	499
"#Tokyo2020"""	0
É??o•??êÉ?ˇ	366
